noc,noc_title,onet,onet_title
7533,7533 Boat and cable ferry operators and related occupations,53-5021.01,Ship and Boat Captains
2273,"2273 Deck officers, water transport",53-5021.02,"Mates- Ship, Boat, and Barge"
7533,7533 Boat and cable ferry operators and related occupations,53-5021.02,"Mates- Ship, Boat, and Barge"
2273,"2273 Deck officers, water transport",53-5021.03,"Pilots, Ship"
7533,7533 Boat and cable ferry operators and related occupations,53-5021.03,"Pilots, Ship"
7533,7533 Boat and cable ferry operators and related occupations,53-5022.00,Motorboat Operators
2274,"2274 Engineer officers, water transport",53-5031.00,Ship Engineers
7533,7533 Boat and cable ferry operators and related occupations,53-6011.00,Bridge and Lock Tenders
6742,"6742 Other service support occupations, n.e.c.",53-6021.00,Parking Lot Attendants
6621,6621 Service station attendants,53-6031.00,Service Station Attendants
2231,2231 Civil engineering technologists and technicians,53-6041.00,Traffic Technicians
1521,1521 Shippers and receivers,53-6051.00,Transportation Inspectors
2262,2262 Engineering inspectors and regulatory officers,53-6051.01,Aviation Inspectors
2262,2262 Engineering inspectors and regulatory officers,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
1521,1521 Shippers and receivers,53-6051.08,Freight and Cargo Inspectors
7452,7452 Material handlers,53-7011.00,Conveyor Operators and Tenders
7371,7371 Crane operators,53-7021.00,Crane and Tower Operators
7521,7521 Heavy equipment operators (except crane),53-7031.00,Dredge Operators
7371,7371 Crane operators,53-7032.00,Excavating and Loading Machine and Dragline Operators
7521,7521 Heavy equipment operators (except crane),53-7032.00,Excavating and Loading Machine and Dragline Operators
8231,8231 Underground production and development miners,53-7033.00,"Loading Machine Operators, Underground Mining"
7371,7371 Crane operators,53-7041.00,Hoist and Winch Operators
8231,8231 Underground production and development miners,53-7041.00,Hoist and Winch Operators
8411,8411 Underground mine service and support workers,53-7041.00,Hoist and Winch Operators
7452,7452 Material handlers,53-7051.00,Industrial Truck and Tractor Operators
6732,6732 Specialized cleaners,53-7061.00,Cleaners of Vehicles and Equipment
7451,7451 Longshore workers,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
7452,7452 Material handlers,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
6621,6621 Service station attendants,53-7071.00,Gas Compressor and Gas Pumping Station Operators
8411,8411 Underground mine service and support workers,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
8412,8412 Oil and gas well drilling and related workers and services operators,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
9232,"9232 Petroleum, gas and chemical process operators",53-7073.00,Wellhead Pumpers
7522,7522 Public works maintenance equipment operators and related workers,53-7081.00,Refuse and Recyclable Material Collectors
7621,7621 Public works and maintenance labourers,53-7081.00,Refuse and Recyclable Material Collectors
8411,8411 Underground mine service and support workers,53-7111.00,Shuttle Car Operators
7451,7451 Longshore workers,53-7121.00,"Tank Car, Truck, and Ship Loaders"
7452,7452 Material handlers,53-7121.00,"Tank Car, Truck, and Ship Loaders"
433,0433 Commissioned officers of the Canadian Forces,55-1011.00,Air Crew Officers
433,0433 Commissioned officers of the Canadian Forces,55-1012.00,Aircraft Launch and Recovery Officers
433,0433 Commissioned officers of the Canadian Forces,55-1013.00,Armored Assault Vehicle Officers
433,0433 Commissioned officers of the Canadian Forces,55-1014.00,Artillery and Missile Officers
433,0433 Commissioned officers of the Canadian Forces,55-1015.00,Command and Control Center Officers
433,0433 Commissioned officers of the Canadian Forces,55-1016.00,Infantry Officers
433,0433 Commissioned officers of the Canadian Forces,55-1017.00,Special Forces Officers
4313,4313 Non-commissioned ranks of the Canadian Forces,55-2011.00,First-Line Supervisors/Managers of Air Crew Members
4313,4313 Non-commissioned ranks of the Canadian Forces,55-2012.00,First-Line Supervisors/Managers of Weapons Specialists/Crew Members
4313,4313 Non-commissioned ranks of the Canadian Forces,55-2013.00,First-Line Supervisors/Managers of All Other Tactical Operations Specialists
4313,4313 Non-commissioned ranks of the Canadian Forces,55-3011.00,Air Crew Members
4313,4313 Non-commissioned ranks of the Canadian Forces,55-3012.00,Aircraft Launch and Recovery Specialists
4313,4313 Non-commissioned ranks of the Canadian Forces,55-3013.00,Armored Assault Vehicle Crew Members
4313,4313 Non-commissioned ranks of the Canadian Forces,55-3014.00,Artillery and Missile Crew Members
4313,4313 Non-commissioned ranks of the Canadian Forces,55-3015.00,Command and Control Center Specialists
4313,4313 Non-commissioned ranks of the Canadian Forces,55-3016.00,Infantry
2241,2241 Electrical and electronics engineering technologists and technicians,55-3017.00,Radar and Sonar Technicians
4313,4313 Non-commissioned ranks of the Canadian Forces,55-3018.00,Special Forces
